time,brent
3400,83.43
3401,82.65
3402,84.38
3403,83.78
3404,85.08
3405,86.96
3406,87.54
3407,85.25
3408,85.08
3409,86.29
3410,85.36
3411,84.9
3412,83.42
3413,81.61
3414,80.57
3415,78.85
3416,80.48
3417,82.92
3418,84.17
3419,83.46
3420,85.46
3421,85.98
3422,84.96
3423,84.11
3424,83.84
3425,81.97
3426,82.79
3427,82.14
3428,79.55
3429,82.08
3430,82.31
3431,81.24
3432,83.21
3433,83.68
3434,84.15
3435,85.74
3436,85.86
3437,83.03
3438,82.1
3439,81
3440,82.3
3441,79.67
3442,76.77
3443,74.3
3444,73.12
3445,71.03
3446,72.42
3447,74.78
3448,76.08
3449,74.31
3450,73.63
3451,76.8
3452,78.07
3453,77.51
3454,78.45
3455,79.19
3456,85.81
3457,85.7
3458,85.89
3459,86.56
3460,86.712
3461,87.168
3462,87.32
3463,88.31
3464,86.51
3465,87.31
3466,85.63
3467,85.48
3468,85.34
3469,83.29
3470,83.36
3471,84.23
3472,82.13
3473,79.19
3474,80.11
3475,81.32
3476,77.8625
3477,76.71
3478,72.91
3479,73
3480,75.85
3481,77.2825
3482,77.76
3483,76.7
3484,75.32
3485,74.54
3486,75.46
3487,75.15
3488,76.98
3489,75.75
3490,75.42
3491,75.77
3492,76.66
3493,77.99
3494,75.66
3495,76.33
3496,74.1175
3497,73.38
3498,71.98
3499,74.18
3500,76
3501,76.61
3502,76.22
3503,76.85
3504,75.88
3505,74.74
3506,71.8
3507,74.24
3508,73.39
3509,75.75
3510,76.76
3511,76.09
3512,75.79
3513,76.92
3514,73.93
3515,73.56
3516,73.86
3517,71.88
3518,73.64
3519,73.86
3520,74.51
3521,74.52
3522,76.23
3523,76.74
3524,76.72
3525,78.77
3526,77.83
3527,79.54
3528,80.35
3529,81.31
3530,79.9
3531,77.8
3532,79.54
3533,79.38
3534,79.62
3535,81.06
3536,82.53
3537,83.46
3538,82.98
3539,84.28
3540,84.49
3541,85.22
3542,85.34
3543,84.01
3544,86.19
3545,87.38
3546,86.47
3547,88
3548,89.31
3549,87.44
3550,87.93
3551,87.4
3552,86.28
3553,84.49
3554,85.24
3555,85.92
3556,85.44
3557,84.7
3558,83.94
3559,84.07
3560,85.42
3561,86.1325
3562,86.37
3563,86.62
3564,87.29
3565,89.98
3566,90.42
3567,91.25
3568,91.79
3569,91.16
3570,91.85
3571,91.97
3572,93.58
3573,93.04
3574,95.2
3575,95.55
3576,95.95
3577,96.11
3578,94.56
3579,93.7
3580,93.99
3581,94.01
3582,94.46
3583,97.1
3584,96.64
3585,95.86
3586,91.21
3587,94.46
3588,89.83
3589,88.28
3590,87.86
3591,91.37
3592,90.7
3593,87.58
3594,88.4
3595,94.33
3596,90.99
3597,92.52
3598,91.99
3599,93.12
3600,93.72
3601,91.88
3602,88
3603,90.14
3604,88.45
3605,90.73
3606,90.73
3607,86.82
3608,86.92
3609,89.02
3610,87.55
3611,87.31
3612,83.43
3613,81.46
3614,81.74
3615,83.66
3616,84.09
3617,84.2
3618,82.4
3619,77.73
3620,81.22
3621,83.25
3622,82.42
3623,81.76
3624,80.85
3625,79.82
3626,79.49
3627,81.66
3628,82.98
3629,81.72
3630,78.72
3631,78.16
3632,77.27
3633,74.33
3634,74.21
3635,75.94
3636,75.75
3637,74.11
3638,74.14
3639,77.05
3640,76.84
3641,78.89
3642,79.82
3643,81.1
3644,80.73
3645,80.23
3646,80.674
3647,80.822
3648,80.97
3649,79.04
3650,77.69
3651,76.6025
3652,76.24
3653,77.18
3654,75.79
3655,78.31
3656,75.47
3657,77.97
3658,78.46
3659,80.21
3660,79.89
3661,79.76
3662,80.15
3663,78.88
3664,81.04
3665,80.71
3666,81.7
3667,82.04
3668,82.15
3669,82.33
3670,83.34
3671,83.99
3672,84.14
3673,82.98
3674,82.2
3675,79.54
3676,79.3
3677,80.46
3678,81.18
3679,83.01
3680,83.58
3681,83.88
3682,84.72
3683,84.41
3684,84.33
3685,84.88
3686,85.52
3687,84.78
3688,84.77
3689,85.84
3690,84.18
3691,84.01
3692,83.8
3693,84.08
3694,84.57
3695,84.82
3696,86.58
3697,85.82
3698,86.59
3699,84.88
3700,84.29
3701,83.44
3702,83.66
3703,83.95
3704,86.16
3705,85.39
3706,86.47
3707,87.36
3708,85.77
3709,84.92
3710,84.87
3711,86.18
3712,85.91
3713,84.94
3714,86.17
3715,86.462
3716,87.338
3717,87.63
3718,90.6
3719,90.32
3720,92.81
3721,91.73
3722,92.13
3723,91.57
3724,91.49
3725,93.12
3726,90.84
3727,91.29
3728,89.54
3729,88.34
3730,87.96
3731,87.3
3732,88.29
3733,89.02
3734,88.1
3735,89.95
3736,88.44
3737,88.23
3738,83.55
3739,84.81
3740,83.6
3741,82.9175
3742,82.69
3743,82.44
3744,83.27
3745,83.39
3746,83.18
3747,81
3748,79.98
3749,81.65
3750,82.24
3751,81.91
3752,81.22
3753,79.9
3754,79.25
3755,78.92
3756,80.735
3757,81.34
3758,81.5
3759,81.42
3760,79.41
3761,76.45
3762,75.33
3763,75.41
3764,77.62
3765,78.12
3766,79.59
3767,80.15
3768,80.52
3769,81.44
3770,81.49
3771,82.45
3772,84.79
3773,85.64
3774,85.92
3775,86.42
3776,86.75
3777,86.81
3778,85.76
3779,87
3780,87.26
3781,86.57
3782,88.28
3783,88.25
3784,88.34
3785,88.66
3786,87.15
3787,86.48
3788,86.55
3789,86.49
3790,87.35
3791,86.42
3792,86.6
3793,85.76
3794,86.26
3795,85.19
3796,83.44
3797,82.2
3798,83.01
3799,82.58
3800,81.35
3801,80.94
3802,79.26
3803,81.39
3804,81.37
3805,78.35
3806,77.51
3807,76.62
3808,78.26
3809,80.76
3810,81.07
3811,83.06
3812,82.51
3813,82.15
3814,83.09
3815,81.56
3816,81.09
3817,78.85
3818,78.77
3819,78.8
3820,80.34
3821,81.2175
3822,81.51
3823,80.04
3824,81.55
3825,80.2
3826,77.82
3827,76.46
3828,74.67
3829,74.47
3830,72.82
3831,72.37
3832,70.34
3833,70.31
3834,73.81
3835,73.68
3836,73.96
3837,74.55
3838,74.52
3839,75.93
3840,75.96
3841,74.95
3842,75.29
3843,75.4
3844,73.06
3845,71.63
3846,72.35
3847,75.3
3848,74.86
3849,77.57
3850,79.32
3851,81.74
3852,78.19
3853,77.06
3854,79.45
3855,80.27
3856,78.47
3857,73.68
3858,73.65
3859,74.37
3860,72.75
3861,73.29
3862,75.59
3863,74.68
3864,74.27
3865,75.62
3866,71.87
3867,71.09
3868,73.21
3869,73.25
3870,73.63
3871,74.89
3872,76.98
3873,76.52
3874,75.73
3875,74.04
3876,72.19
3877,72.56
3878,72.86
3879,73.39
3880,73.45
3881,74.35
3882,74.32
3883,74.33
3884,75.09
3885,76.1
3886,74.27
3887,74.56
3888,73.91
3889,73.92
3890,74.16
3891,72.81
3892,74.8
3893,74.68
3894,73.78
3895,73.78
3896,73.73
3897,73.64
3898,74.38
3899,73.52
3900,74.89
3901,74.3
3902,73.16
3903,74.57
3904,73.75
3905,73.19
3906,72.12
3907,73.5
3908,73.59
3909,73.68
3910,73.77
3911,74.24
3912,74.58
3913,75.36
3914,76.14
3915,76.72
3916,77.27
3917,77.84
3918,77.37
3919,78.44
3920,79.76
3921,82.69
3922,82.39
3923,83.48
3924,82.39
3925,83.02
3926,81.68
3927,80.57
3928,80
3929,78.62
3930,78.71
3931,77.3
3932,78.01
3933,77.02
3934,77.42
3935,77.11
3936,76.49
3937,76.58
3938,74.71
3939,74.54
3940,74.68
3941,76.23
3942,77.65
3943,75.38
3944,75.61
3945,75.19
3946,75.81
3947,76.46
3948,76.34
3949,76.95
3950,74.88
3951,74.89
3952,73.11
3953,73.49
3954,75.01
3955,74.76
3956,72.85
3957,72.31
3958,70.92
3959,71.08
3960,72.49
3961,71.08
3962,71.51
3963,72.36
3964,70.82
3965,71.94
3966,71.93
3967,71.93
3968,71.94
3969,72.61
3970,72.64
3971,73.96
3972,73.78
3973,74.6
3974,74.72
3975,74.69
3976,77.23
3977,77.78
3978,77.27
3979,72.54
3980,68.36
3981,66.13
3982,64.86
3983,67.3
3984,65.37
3985,66.83
3986,67.18
3987,66.58
3988,67.94
3989,69.33
3990,69.25
3991,69.01
3992,68.93
3993,68.26
3994,67.5
3995,66.99
3996,66.13
3997,64.04
3998,63.37
3999,62.37
4000,61.57
4001,62.17
4002,62.37
4003,60.31
4004,62.22
4005,64.26
4006,65.28
4007,66.93
4008,65.91
4009,64.36
4010,65.2
4011,66.25
4012,66.93
4013,65.86
4014,64.87
4015,65.41
4016,64.5925
4017,64.32
4018,65.72
4019,64.6
4020,64.32
4021,66.55
4022,67.48
4023,66.69
4024,67.14
4025,68.02
4026,68.73
4027,68.41
4028,71.29
4029,70.84
4030,76
4031,75.05
4032,78.7
4033,78.38
4034,80.37
4035,78.73
4036,74.34
4037,69.13
4038,68.4
4039,68.57
4040,69.37
4041,68.15
4042,67.63
4043,70.8
4044,70.42
4045,71.03
4046,71.95
4047,72.5
4048,71.98
4049,70.38
4050,72.06
4051,70.96
4052,70.27
4053,69.67
4054,71.32
4055,71.06
4056,71.92
4057,69.69
4058,69.17
4059,70.42
4060,69.23
4061,70.87
4062,73.21
4063,73.98
4064,73.43
4065,70.55
4066,69.56
4067,69.14
4068,67.97
4069,66.99
4070,67.17
4071,67.36
4072,66.8
4073,66.25
4074,68.12
4075,67.3
4076,68.18
4077,66.62
4078,67.61
4079,68.41
4080,68.29
4081,67.24
4082,66.89
4083,67.75
4084,68.61
4085,67.83
4086,67.09
4087,68.09
4088,67.76
4089,66.41
4090,64.92
4091,65.44
4092,67.97
4093,67.62
4094,67.25
4095,67.87
4096,67.88
4097,69.69
4098,69.19
4099,67.83
4100,67.05
4101,66.87
4102,67.96
4103,69.64
4104,70.48
4105,71.15
4106,69
4107,68.52
4108,66.67
4109,65.44
4110,66.13
4111,67.09
4112,67.1
4113,67.42
4114,67.23
4115,64.41
4116,64.15
4117,63
4118,62.33
4119,61.08
4120,61.23
4121,60.71
4122,61
4123,62.28
4124,66.32
4125,65.8
4126,65.52
4127,64.03
4128,65.01
4129,65.11
4130,65.44
4131,65.79
4132,65.04
4133,63.54
4134,63.41
4135,63.72
4136,63.01
4137,63.86
4138,61.88
4139,62.14
4140,63.45
4141,63.16
4142,64.86
4143,63.78
4144,63.64
4145,62.78
4146,64.83
4147,63.99
4148,64.81
4149,64.18
4150,64.07
